atlas,system,api_name,api_url,called_by,functional,method
Australia,collections,collections_collections,https://api.test.ala.org.au/common/collectory/collection,show_all-collections,TRUE,GET
Australia,collections,collections_datasets,https://api.test.ala.org.au/common/collectory/dataResource,show_all-datasets,TRUE,GET
Australia,collections,collections_providers,https://api.test.ala.org.au/common/collectory/dataProvider,show_all-providers,TRUE,GET
Australia,data-quality,profiles_all,https://api.test.ala.org.au/common/data-quality/data-profiles,show_all-profiles,TRUE,GET
Australia,data-quality,profiles_lookup,https://api.test.ala.org.au/common/data-quality/quality/activeProfile?profilename={profile},show_values-profiles,TRUE,GET
Australia,doi,doi_download,https://api.test.ala.org.au/common/doi/{doi_string}/download,doi_download,TRUE,GET
Australia,images,image_licences,https://api.test.ala.org.au/common/images/licence,show_all-licences,TRUE,GET
Australia,images,image_metadata,https://api.test.ala.org.au/common/images/image/{id},media_metadata,TRUE,GET
Australia,lists,lists_all,https://api.test.ala.org.au/common/lists/speciesList,show_all-lists,TRUE,GET
Australia,lists,lists_lookup,https://api.test.ala.org.au/common/lists/speciesListItems/{list_id},show_values-lists,TRUE,GET
Australia,logger,logger_reasons,https://api.test.ala.org.au/common/logger/reasons,show_all-reasons,TRUE,GET
Australia,name-matching,names_lookup,https://api.test.ala.org.au/common/name-matching/getByTaxonID,search_identifiers,TRUE,GET
Australia,name-matching,names_search_multiple,https://api.test.ala.org.au/common/name-matching/searchByClassification,search_taxa,TRUE,GET
Australia,name-matching,names_search_single,https://api.test.ala.org.au/common/name-matching/search?q={name},search_taxa,TRUE,GET
Australia,records,records_assertions,https://api.test.ala.org.au/common/biocache/assertions/codes,show_all-assertions,TRUE,GET
Australia,records,records_counts,https://api.test.ala.org.au/common/biocache/occurrences/search,atlas_counts,TRUE,GET
Australia,records,records_facets,https://api.test.ala.org.au/common/biocache/occurrences/facets,"atlas_counts, show_values-fields",TRUE,GET
Australia,records,records_fields,https://api.test.ala.org.au/common/biocache/index/fields,show_all-fields,TRUE,GET
Australia,records,records_occurrences,https://api.test.ala.org.au/common/biocache/occurrences/offline/download,atlas_occurrences,TRUE,GET
Australia,records,records_query,https://api.test.ala.org.au,atlas_occurrences,FALSE,GET
Australia,records,records_species,https://api.test.ala.org.au/occurrences/occurrences/facets/download,atlas_species,TRUE,GET
Australia,spatial,spatial_layers,https://api.test.ala.org.au/common/spatial/layers,show_all-fields,TRUE,GET
Australia,species,species_children,https://api.test.ala.org.au/common/bie/childConcepts/{id},atlas_taxonomy,TRUE,GET
Australia,species,species_lookup,https://api.test.ala.org.au/common/bie/species/{id},atlas_taxonomy,TRUE,GET
Austria,collections,collections_collections,https://collectory.biodiversityatlas.at/ws/collection,show_all-collections,TRUE,GET
Austria,collections,collections_datasets,https://collectory.biodiversityatlas.at/ws/dataResource,show_all-datasets,TRUE,GET
Austria,collections,collections_providers,https://collectory.biodiversityatlas.at/ws/dataProvider,show_all-providers,TRUE,GET
Austria,images,image_licences,https://images.biodiversityatlas.at/ws/licence,show_all-licences,TRUE,GET
Austria,images,image_metadata,https://images.biodiversityatlas.at/ws/image/,media_metadata,FALSE,GET
Austria,lists,lists_all,https://lists.biodiversityatlas.at/ws/speciesList/,show_all-lists,TRUE,GET
Austria,lists,lists_lookup,https://lists.biodiversityatlas.at/ws/speciesListItems/{list_id},show_values-lists,TRUE,GET
Austria,logger,logger_reasons,https://logger.biodiversityatlas.at/service/logger/reasons,show_all-reasons,TRUE,GET
Austria,records,records_assertions,https://biocache-ws.biodiversityatlas.at/assertions/codes,show_all-assertions,TRUE,GET
Austria,records,records_counts,https://biocache-ws.biodiversityatlas.at/occurrences/search,atlas_counts,TRUE,GET
Austria,records,records_facets,https://biocache-ws.biodiversityatlas.at/occurrence/facets,"atlas_counts, show_values-fields",TRUE,GET
Austria,records,records_fields,https://biocache-ws.biodiversityatlas.at/index/fields,show_all-fields,TRUE,GET
Austria,records,records_occurrences,https://biocache-ws.biodiversityatlas.at/occurrences/offline/download,atlas_occurrences,TRUE,GET
Austria,records,records_query,https://biocache-ws.biodiversityatlas.at/webportal/params,atlas_occurrences,TRUE,GET
Austria,records,records_species,https://biocache-ws.biodiversityatlas.at/occurrences/facets/download,atlas_species,TRUE,GET
Austria,spatial,spatial_layers,https://spatial.biodiversityatlas.at/ws/layers,show_all-fields,TRUE,GET
Austria,species,names_search_single,https://bie-ws.biodiversityatlas.at/search?q={name}&pageSize=5,search_taxa,TRUE,GET
Austria,species,species_children,https://bie-ws.biodiversityatlas.at/childConcepts/,atlas_taxonomy,TRUE,GET
Austria,species,species_lookup,https://bie-ws.biodiversityatlas.at/species,atlas_taxonomy,TRUE,GET
Brazil,collections,collections_collections,https://collectory.sibbr.gov.br/collectory/ws/collection,show_all-collections,TRUE,GET
Brazil,collections,collections_datasets,https://collectory.sibbr.gov.br/collectory/ws/dataResource,show_all-datasets,TRUE,GET
Brazil,collections,collections_providers,https://collectory.sibbr.gov.br/collectory/ws/dataProvider,show_all-providers,TRUE,GET
Brazil,images,image_licences,https://images.sibbr.gov.br/images/ws/licence,show_all-licences,TRUE,GET
Brazil,images,image_metadata,https://images.sibbr.gov.br/images/ws/image/,media_metadata,FALSE,GET
Brazil,lists,lists_all,https://specieslist.sibbr.gov.br/ws/speciesList/,show_all-lists,TRUE,GET
Brazil,lists,lists_lookup,https://specieslist.sibbr.gov.br/ws/speciesListItems/{list_id},show_values-lists,TRUE,GET
Brazil,records,records_assertions,https://biocache-service.sibbr.gov.br/biocache-service/assertions/codes,show_all-assertions,TRUE,GET
Brazil,records,records_counts,https://biocache-service.sibbr.gov.br/biocache-service/occurrences/search,atlas_counts,TRUE,GET
Brazil,records,records_facets,https://biocache-service.sibbr.gov.br/biocache-service/occurrence/facets,"atlas_counts, show_values-fields",TRUE,GET
Brazil,records,records_fields,https://biocache-service.sibbr.gov.br/biocache-service/index/fields,show_all-fields,TRUE,GET
Brazil,records,records_occurrences,https://biocache-service.sibbr.gov.br/biocache-service/occurrences/offline/download,atlas_occurrences,TRUE,GET
Brazil,records,records_query,https://biocache-service.sibbr.gov.br/biocache-service/webportal/params,atlas_occurrences,TRUE,GET
Brazil,records,records_species,https://biocache-service.sibbr.gov.br/biocache-service/occurrences/facets/download,atlas_species,TRUE,GET
Brazil,spatial,spatial_layers,https://portal-espacial.sibbr.gov.br/spatial-hub/layers,show_all-fields,TRUE,GET
Brazil,species,names_search_single,https://bie-webservice.sibbr.gov.br/bie-index/search?q={name}&pageSize=5,search_taxa,TRUE,GET
Brazil,species,species_children,https://bie-webservice.sibbr.gov.br/bie-index/childConcepts/,atlas_taxonomy,TRUE,GET
Brazil,species,species_lookup,https://bie-webservice.sibbr.gov.br/bie-index/species,atlas_taxonomy,TRUE,GET
France,collections,collections_collections,https://openobs.mnhn.fr/collectory/ws/collection,show_all-collections,TRUE,GET
France,collections,collections_datasets,https://openobs.mnhn.fr/collectory/ws/dataResource,show_all-datasets,TRUE,GET
France,collections,collections_providers,https://openobs.mnhn.fr/collectory/ws/dataProvider,show_all-providers,TRUE,GET
France,records,records_assertions,https://openobs.mnhn.fr/biocache-service/assertions/codes,show_all-assertions,TRUE,GET
France,records,records_counts,https://openobs.mnhn.fr/biocache-service/occurrences/search,atlas_counts,TRUE,GET
France,records,records_facets,https://openobs.mnhn.fr/biocache-service/occurrence/facets,"atlas_counts, show_values-fields",TRUE,GET
France,records,records_fields,https://openobs.mnhn.fr/biocache-service/index/fields,show_all-fields,TRUE,GET
France,records,records_occurrences,https://openobs.mnhn.fr/biocache-service/occurrences/offline/download,atlas_occurrences,TRUE,GET
France,records,records_query,https://openobs.mnhn.fr/biocache-service/webportal/params,atlas_occurrences,TRUE,GET
France,records,records_species,https://openobs.mnhn.fr/biocache-service/occurrences/facets/download,atlas_species,TRUE,GET
France,name-matching,names_lookup,https://taxref.mnhn.fr/api/taxa/,search_identifiers,TRUE,GET
France,name-matching,names_search_single,https://taxref.mnhn.fr/api/taxa/search?scientificNames={name}&page=1&size=5,search_taxa,TRUE,GET
Global,species,names_search_single,https://api.gbif.org/v1/species/match?verbose=FALSE&name={name},search_taxa,TRUE,GET
Global,collections,collections_providers,https://api.gbif.org/v1/organization,show_all-providers,TRUE,GET
Global,collections,collections_collections,https://api.gbif.org/v1/grscicoll/collection,show_all-collections,TRUE,GET
Global,collections,collections_collections_search,https://api.gbif.org/v1/grscicoll/search,search_all-collections,TRUE,GET
Global,collections,collections_datasets,https://api.gbif.org/v1/dataset,show_all-datasets,TRUE,GET
Global,collections,collections_datasets_search,https://api.gbif.org/v1/dataset/search,search_all-datasets,TRUE,GET
Global,records,records_counts,https://api.gbif.org/v1/occurrence/search,"atlas_counts, show_values-fields",TRUE,GET
Global,records,records_occurrences,https://api.gbif.org/v1/occurrence/download/request,atlas_occurrences,TRUE,POST
Spain,collections,collections_collections,https://colecciones.gbif.es/ws/collection,show_all-collections,TRUE,GET
Spain,collections,collections_datasets,https://colecciones.gbif.es/ws/dataResource,show_all-datasets,TRUE,GET
Spain,collections,collections_providers,https://colecciones.gbif.es/ws/dataProvider,show_all-providers,TRUE,GET
Spain,doi,doi_download,https://doi.gbif.es/doi/{doi_string}/download,doi_download,TRUE,GET
Spain,images,image_licences,https://imagenes.gbif.es/ws/licence,show_all-licences,TRUE,GET
Spain,images,image_metadata,https://imagenes.gbif.es/ws/image/,media_metadata,FALSE,GET
Spain,lists,lists_all,https://listas.gbif.es/ws/speciesList,show_all-lists,TRUE,GET
Spain,lists,lists_lookup,https://listas.gbif.es/ws/speciesListItems/{list_id},show_values-lists,TRUE,GET
Spain,data-quality,profiles_all,https://data-quality.gbif.es/api/v1/data-profiles,show_all-profiles,TRUE,GET
Spain,data-quality,profiles_lookup,https://data-quality.gbif.es/api/v1/quality/activeProfile?profileName={profile},show_values-profiles,TRUE,GET
Spain,logger,logger_reasons,https://logger.gbif.es/service/logger/reasons,show_all-reasons,TRUE,GET
Spain,name-matching,names_lookup,https://name-matching.gbif.es/api/getByTaxonID,search_identifiers,TRUE,GET
Spain,name-matching,names_search_multiple,https://name-matching.gbif.es/api/searchByClassification,search_taxa,TRUE,GET
Spain,name-matching,names_search_single,https://name-matching.gbif.es/api/search?q={name},search_taxa,TRUE,GET
Spain,records,records_assertions,https://registros-ws.gbif.es/assertions/codes,show_all-assertions,TRUE,GET
Spain,records,records_counts,https://registros-ws.gbif.es/occurrences/search,atlas_counts,TRUE,GET
Spain,records,records_facets,https://registros-ws.gbif.es/occurrence/facets,"atlas_counts, show_values-fields",TRUE,GET
Spain,records,records_fields,https://registros-ws.gbif.es/index/fields,show_all-fields,TRUE,GET
Spain,records,records_occurrences,https://registros-ws.gbif.es/occurrences/offline/download,atlas_occurrences,TRUE,GET
Spain,records,records_query,https://registros-ws.gbif.es/webportal/params,atlas_occurrences,TRUE,GET
Spain,records,records_species,https://registros-ws.gbif.es/occurrences/facets/download,atlas_species,TRUE,GET
Spain,spatial,spatial_layers,https://espacial.gbif.es/ws/layers,show_all-fields,TRUE,GET
Spain,species,species_children,https://especies-ws.gbif.es/childConcepts/,atlas_taxonomy,TRUE,GET
Spain,species,species_lookup,https://especies-ws.gbif.es/species,atlas_taxonomy,TRUE,GET